dictchain
Running CVC: true
Size bound: 20
Depth bound: 4
Names per round: 5
=====

[23:34:34.684]	BEG Initial search without labels or nullaries
[23:40:12.616]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.617]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	END Depth 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 2 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Depth 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.617]	Elapsed time: 337966 ms
[23:40:12.617]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.617]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.617]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	END Depth 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Depth 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.618]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.618]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.618]	Counts:
Total candidates=37819
[23:40:12.618]	Elapsed time: 337967 ms
[23:40:12.619]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	END Depth 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Depth 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.619]	Counts:
Total candidates=37819
[23:40:12.619]	Elapsed time: 337968 ms
[23:40:12.619]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.619]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.620]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	END Depth 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.620]	Counts:
Total candidates=37819
[23:40:12.620]	Elapsed time: 337969 ms
[23:40:12.620]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> L0[], "a"=L1[], succ=L0[] -> V0, -=V0 -> V0 -> V1, [0]=L2[], ==V0 -> V0 -> V1}
[23:40:12.621]	BEG Initial search without labels or nullaries
[23:40:12.621]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> L0[], "a"=L1[], succ=L0[] -> V0, -=V0 -> V0 -> V1, [0]=L2[], ==V0 -> V0 -> V1, "b"=.L, <=_ -> _, <>=_ -> _, >=_ -> _, <==_ -> _}
[23:40:12.621]	END Initial search without labels or nullaries : 0 ms
[23:40:12.621]	Counts:
Total candidates=37821
[23:40:12.621]	Elapsed time: 337970 ms
[23:40:12.621]	Seeds before label arities: 0
